Time,T001 - Far Splendour 1 Pitch [º],T001 - Far Splendour 1 Roll [º],T001 - Far Splendour 1 Rate of pitch [º/min],T001 - Far Splendour 1 Rate of roll [º/min],T001 - Far Splendour 1 Wave height significant [m],T001 - Far Splendour 1 Wind speed [m/s]
00:00:05.032,-0.003845779200084,-2.8823458745295E-10,0.0131740989074444,8.69282031673549E-08,0,0.0862894820868969
00:00:05.134,-0.00379811711952934,-5.45579627839526E-10,0.0145947800265541,6.13652741509888E-08,0,0.0880385932102799
00:00:05.202,-0.00379811711952934,-5.45579627839526E-10,0.0145947800265541,6.13652741509888E-08,0,0.0892046672925353
00:00:05.304,-0.00379811711952934,-5.45579627839526E-10,0.0145947800265541,6.13652741509888E-08,0,0.0909537784159183
00:00:05.416,-0.00373872440585365,-7.70762899287143E-10,0.0151122953599553,6.53119270507298E-08,0,0.0927028895393014
00:00:05.508,-0.00373872440585365,-7.70762899287143E-10,0.0151122953599553,6.53119270507298E-08,0,0.0944520006626844
00:00:05.610,-0.003679809438564,-1.15039390606663E-09,0.0144534493261952,1.1758725742381E-07,0,0.0962011117860675
00:00:05.712,-0.003679809438564,-1.15039390606663E-09,0.0144534493261952,1.1758725742381E-07,0,0.0979502229094505
00:00:05.814,-0.003679809438564,-1.15039390606663E-09,0.0144534493261952,1.1758725742381E-07,0,0.0996993340328336
00:00:05.916,-0.00361869083480262,-1.7026399765185E-09,0.012432875233177,1.28693289215358E-07,0,0.101448445156217
00:00:06.018,-0.00361869083480262,-1.7026399765185E-09,0.012432875233177,1.28693289215358E-07,0,0.1031975562796
00:00:06.120,-0.00356941375468469,-2.21712650179204E-09,0.00935363484635878,9.76090643726253E-08,0,0.104946667402983
00:00:06.222,-0.00356941375468469,-2.21712650179204E-09,0.00935363484635878,9.76090643726253E-08,0,0.106695778526366
00:00:06.324,-0.00356941375468469,-2.21712650179204E-09,0.00935363484635878,9.76090643726253E-08,0,0.108444889649749
00:00:06.426,-0.00356941375468469,-2.21712650179204E-09,0.00935363484635878,9.76090643726253E-08,0,0.110194000773132
00:00:06.528,-0.00353024313672793,-2.98351295783749E-09,0.00459997505923083,1.88645699353594E-07,0,0.111943111896515
00:00:06.630,-0.00353024313672793,-2.98351295783749E-09,0.00459997505923083,1.88645699353594E-07,0,0.113692223019898
00:00:06.732,-0.00353024313672793,-2.98351295783749E-09,0.00459997505923083,1.88645699353594E-07,0,0.115441334143281
00:00:06.834,-0.00353024313672793,-2.98351295783749E-09,0.00459997505923083,1.88645699353594E-07,0,0.117190445266664
00:00:07.004,-0.0035202563196041,-4.12841086541455E-09,-0.00135772286867881,1.21454601204722E-07,0,0.120105630472302
00:00:07.106,-0.0035202563196041,-4.12841086541455E-09,-0.00135772286867881,1.21454601204722E-07,0,0.121854741595685
00:00:07.208,-0.0035202563196041,-4.12841086541455E-09,-0.00135772286867881,1.21454601204722E-07,0,0.123603852719069
00:00:07.310,-0.0035202563196041,-4.12841086541455E-09,-0.00135772286867881,1.21454601204722E-07,0,0.125352963842452
00:00:07.412,-0.00356417021712485,-4.57150029919859E-09,-0.00764047867162816,1.37031326012409E-08,0,0.127102074965835
00:00:07.524,-0.00356417021712485,-4.57150029919859E-09,-0.00764047867162816,1.37031326012409E-08,0,0.128851186089218
00:00:07.616,-0.00356417021712485,-4.57150029919859E-09,-0.00764047867162816,1.37031326012409E-08,0,0.130600297212601
00:00:07.718,-0.00356417021712485,-4.57150029919859E-09,-0.00764047867162816,1.37031326012409E-08,0,0.132349408335984
00:00:07.820,-0.00362006362611957,-4.49231720984888E-09,-0.00986319060605407,-7.90564376744532E-08,0,0.134098519459367
00:00:07.922,-0.00362006362611957,-4.49231720984888E-09,-0.00986319060605407,-7.90564376744532E-08,0,0.13584763058275
00:00:08.024,-0.00362006362611957,-4.49231720984888E-09,-0.00986319060605407,-7.90564376744532E-08,0,0.137596741706133
00:00:08.126,-0.00362006362611957,-4.49231720984888E-09,-0.00986319060605407,-7.90564376744532E-08,0,0.139345852829516
00:00:08.228,-0.00368325413174709,-3.81239095226433E-09,-0.0100694164932716,-1.23640811124732E-07,0,0.141094963952899
00:00:08.330,-0.00368325413174709,-3.81239095226433E-09,-0.0100694164932716,-1.23640811124732E-07,0,0.142844075076282
00:00:08.432,-0.00368325413174709,-3.81239095226433E-09,-0.0100694164932716,-1.23640811124732E-07,0,0.144593186199665
00:00:08.534,-0.00368325413174709,-3.81239095226433E-09,-0.0100694164932716,-1.23640811124732E-07,0,0.146342297323048
00:00:08.602,-0.00375072934710907,-2.53604708081175E-09,-0.00795545204895932,-1.97180682060061E-07,0,0.147508371405303
00:00:08.704,-0.00375072934710907,-2.53604708081175E-09,-0.00795545204895932,-1.97180682060061E-07,0,0.149257482528687
00:00:08.806,-0.00375072934710907,-2.53604708081175E-09,-0.00795545204895932,-1.97180682060061E-07,0,0.15100659365207
00:00:08.908,-0.00375072934710907,-2.53604708081175E-09,-0.00795545204895932,-1.97180682060061E-07,0,0.152755704775453
00:00:09.010,-0.00375072934710907,-2.53604708081175E-09,-0.00795545204895932,-1.97180682060061E-07,0,0.154504815898836
00:00:09.112,-0.00375072934710907,-2.53604708081175E-09,-0.00795545204895932,-1.97180682060061E-07,0,0.156253927022219
00:00:09.214,-0.00375072934710907,-2.53604708081175E-09,-0.00795545204895932,-1.97180682060061E-07,0,0.158003038145602
00:00:09.316,-0.00375072934710907,-2.53604708081175E-09,-0.00795545204895932,-1.97180682060061E-07,0,0.159752149268985
00:00:09.418,-0.00375072934710907,-2.53604708081175E-09,-0.00795545204895932,-1.97180682060061E-07,0,0.161501260392368
00:00:09.520,-0.00375072934710907,-2.53604708081175E-09,-0.00795545204895932,-1.97180682060061E-07,0,0.163250371515751
00:00:09.622,-0.0038057977472923,9.81913563480143E-10,0.00167593287616047,-2.0135911987006E-07,0,0.164999482639134
00:00:09.724,-0.0038057977472923,9.81913563480143E-10,0.00167593287616047,-2.0135911987006E-07,0,0.166748593762517
00:00:09.826,-0.0038057977472923,9.81913563480143E-10,0.00167593287616047,-2.0135911987006E-07,0,0.1684977048859
00:00:09.928,-0.0038057977472923,9.81913563480143E-10,0.00167593287616047,-2.0135911987006E-07,0,0.170246816009283
00:00:10.030,-0.0038057977472923,9.81913563480143E-10,0.00167593287616047,-2.0135911987006E-07,0,0.171995927132666
00:00:10.132,-0.003775614264231,-1.1670050526126E-06,0.00681880491344364,0.00274916254003811,0.0219998470496487,0.173745038256049
00:00:10.234,-0.00375923206551188,-1.38810292447187E-05,0.011615986755384,0.0108177274163647,0.0219998470496487,0.175494149379432
00:00:10.302,-0.00375923206551188,-1.38810292447187E-05,0.011615986755384,0.0108177274163647,0.0219998470496487,0.176660223461688
00:00:10.404,-0.00372519201018423,-5.16056996664158E-05,0.0175836996138747,0.0210852148098684,0.0219998470496487,0.178409334585071
00:00:10.506,-0.00367837870069586,-0.000111775197413074,0.0229426133428244,0.0306873481257472,0.0219998470496487,0.180158445708454
00:00:10.608,-0.00362031875769745,-0.000192749014974655,0.0275808835424642,0.0395223045388645,0.0219998470496487,0.181907556831837
00:00:10.710,-0.00362031875769745,-0.000192749014974655,0.0275808835424642,0.0395223045388645,0.0219998470496487,0.18365666795522
00:00:10.812,-0.00355276433481946,-0.000292673673678317,0.0314079916550572,0.047502338796748,0.0219998470496487,0.185405779078603
00:00:10.914,-0.00349702392139513,-0.000378835948309986,0.0337044822640337,0.0528816724317659,0.0219998470496487,0.187154890201986
00:00:11.016,-0.00343788717306065,-0.000473602999186637,0.0354865481960396,0.0577132517008397,0.0219998470496487,0.188904001325369
00:00:11.118,-0.00337624183931781,-0.000576022746754811,0.0367422113986868,0.0619765566463022,0.0219998470496487,0.190653112448752
00:00:11.220,-0.00331298817611831,-0.000685112757264949,0.0374671696532111,0.0656558666606337,0.0219998470496487,0.192402223572135
00:00:11.322,-0.00324902602253219,-0.00079986881490059,0.037664659003523,0.0687402573598498,0.0219998470496487,0.194151334695518
00:00:11.424,-0.00318524271117958,-0.000919272738309553,0.0373452380199474,0.0712236068367263,0.0219998470496487,0.195900445818901
00:00:11.526,-0.00312250056178084,-0.00104230087456783,0.0365264344920141,0.0731044393301755,0.0219998470496487,0.197649556942284
00:00:11.628,-0.00306162541691077,-0.00116793108194744,0.0352323452220606,0.0743858189204219,0.0219998470496487,0.199398668065667
00:00:11.730,-0.0030033962199571,-0.00129515127599053,0.0334931138809494,0.0750751931983788,0.0219998470496487,0.20114777918905
00:00:11.832,-0.00294853521840131,-0.00142296604750577,0.03134436509121,0.0751842494414742,0.0219998470496487,0.202896890312433
00:00:11.934,-0.00289769879242215,-0.00155040374955664,0.0288265478384194,0.0747286332185284,0.0219998470496487,0.204646001435816
00:00:12.002,-0.00285147099322976,-0.00167652337600885,0.0259842319833953,0.0737277983123549,0.0219998470496487,0.205812075518072
00:00:12.104,-0.00279786251263109,-0.00184107490611063,0.0217730273448945,0.0715853996725503,0.0219998470496487,0.207561186641455
00:00:12.206,-0.00279786251263109,-0.00184107490611063,0.0217730273448945,0.0715853996725503,0.0219998470496487,0.209310297764838
00:00:12.308,-0.00275429295936415,-0.00199965481482776,0.0171936844105534,0.0685781737691942,0.0219998470496487,0.211059408888221
00:00:12.410,-0.0027214308031759,-0.00215039380478244,0.0123760998589135,0.0647784829213862,0.0219998470496487,0.212808520011604
00:00:12.512,-0.0027214308031759,-0.00215039380478244,0.0123760998589135,0.0647784829213862,0.0219998470496487,0.214557631134987
00:00:12.614,-0.00269595954199467,-0.0023252260535806,0.00621179303375827,0.0590370656755842,0.0219998470496487,0.21630674225837
00:00:12.716,-0.00268790351229399,-0.00248228080073289,0.000115306390284396,0.0523530279212633,0.0219998470496487,0.218055853381753
00:00:12.818,-0.00268790351229399,-0.00248228080073289,0.000115306390284396,0.0523530279212633,0.0219998470496487,0.219804964505136
00:00:12.920,-0.00268790351229399,-0.00248228080073289,0.000115306390284396,0.0523530279212633,0.0219998470496487,0.221554075628519
00:00:13.022,-0.00270471030498709,-0.00266783962316625,-0.00787355825173235,0.0417586453770648,0.0219998470496487,0.223303186751902
00:00:13.124,-0.00270471030498709,-0.00266783962316625,-0.00787355825173235,0.0417586453770648,0.0219998470496487,0.225052297875285
00:00:13.226,-0.00275096624369174,-0.00280913520124509,-0.0147308642711816,0.0301918926066568,0.0219998470496487,0.226801408998668
00:00:13.328,-0.00275096624369174,-0.00280913520124509,-0.0147308642711816,0.0301918926066568,0.0219998470496487,0.228550520122051
00:00:13.430,-0.00279907626359352,-0.00288135911563268,-0.0186899091769553,0.0216249931873911,0.0219998470496487,0.230299631245434
00:00:13.532,-0.00285699759343892,-0.00292920191438834,-0.0217326174419734,0.0130159814247122,0.0219998470496487,0.232048742368817
00:00:13.634,-0.00285699759343892,-0.00292920191438834,-0.0217326174419734,0.0130159814247122,0.0219998470496487,0.2337978534922
00:00:13.702,-0.002922009455053,-0.00295282451383407,-0.0237850900171051,0.00454358152251578,0.0219998470496487,0.234963927574456
00:00:13.804,-0.002922009455053,-0.00295282451383407,-0.0237850900171051,0.00454358152251578,0.0219998470496487,0.236713038697839
00:00:13.906,-0.00299124557856038,-0.00295287829156862,-0.0248148632850323,-0.00362469317515481,0.0219998470496487,0.238462149821222
00:00:14.008,-0.00299124557856038,-0.00295287829156862,-0.0248148632850323,-0.00362469317515481,0.0219998470496487,0.240211260944605
00:00:14.110,-0.00306181217989589,-0.00293046756711785,-0.024830274357917,-0.011335388918899,0.0219998470496487,0.241960372067988
00:00:14.212,-0.00313089989353117,-0.00288710603780085,-0.0238783396708379,-0.0184517457249683,0.0219998470496487,0.243709483191371
00:00:14.314,-0.00313089989353117,-0.00288710603780085,-0.0238783396708379,-0.0184517457249683,0.0219998470496487,0.245458594314754
00:00:14.416,-0.00320818183313847,-0.00281007631159978,-0.0215769731097082,-0.0260416100122131,0.0219998470496487,0.247207705438137
00:00:14.518,-0.00320818183313847,-0.00281007631159978,-0.0215769731097082,-0.0260416100122131,0.0219998470496487,0.24895681656152
00:00:14.620,-0.00326519290187225,-0.00272764004710856,-0.018828349324082,-0.0314624259782307,0.0219998470496487,0.250705927684903
00:00:14.722,-0.00326519290187225,-0.00272764004710856,-0.018828349324082,-0.0314624259782307,0.0219998470496487,0.252455038808286
00:00:14.834,-0.00331343715766959,-0.00263123324431988,-0.0154739990873239,-0.0359828916730726,0.0219998470496487,0.254204149931669
00:00:14.926,-0.00335144154917352,-0.0025234910122269,-0.0116721469686432,-0.0395523981839274,0.0219998470496487,0.255953261055052
00:00:15.028,-0.00335144154917352,-0.0025234910122269,-0.0116721469686432,-0.0395523981839274,0.0219998470496487,0.257702372178435
00:00:15.130,-0.00337819889028575,-0.00240715768281851,-0.00759104614676005,-0.0421422369550581,0.0219998470496487,0.259451483301818
00:00:15.232,-0.00337819889028575,-0.00240715768281851,-0.00759104614676005,-0.0421422369550581,0.0219998470496487,0.261200594425201
00:00:15.344,-0.00339318495231477,-0.00228502511259322,-0.00340200723656753,-0.0437451448656876,0.0219998470496487,0.262949705548584
00:00:15.402,-0.00339318495231477,-0.00228502511259322,-0.00340200723656753,-0.0437451448656876,0.0219998470496487,0.26411577963084
00:00:15.504,-0.0033963567964493,-0.00215987348536297,0.000727341270615994,-0.0443744850575299,0.0219998470496487,0.265864890754223
00:00:15.606,-0.00338813234655668,-0.00203441461634694,0.00463938483698675,-0.0440629744035138,0.0219998470496487,0.267614001877606
00:00:15.708,-0.00338813234655668,-0.00203441461634694,0.00463938483698675,-0.0440629744035138,0.0219998470496487,0.269363113000989
00:00:15.810,-0.00336935266139245,-0.00191123942508197,0.00819216084449278,-0.0428611233281577,0.0219998470496487,0.271112224124372
00:00:15.912,-0.00336935266139245,-0.00191123942508197,0.00819216084449278,-0.0428611233281577,0.0219998470496487,0.272861335247755
00:00:16.014,-0.00333461245331145,-0.00176984066879149,0.0118134729790834,-0.0403381565446223,0.0219998470496487,0.274610446371138
00:00:16.116,-0.00333461245331145,-0.00176984066879149,0.0118134729790834,-0.0403381565446223,0.0219998470496487,0.276359557494521
00:00:16.218,-0.00328065545964233,-0.00161844102562104,0.0149601231308425,-0.0360850381026003,0.0219998470496487,0.278108668617904
00:00:16.320,-0.00328065545964233,-0.00161844102562104,0.0149601231308425,-0.0360850381026003,0.0219998470496487,0.279857779741287
00:00:16.422,-0.00328065545964233,-0.00161844102562104,0.0149601231308425,-0.0360850381026003,0.0219998470496487,0.28160689086467
00:00:16.524,-0.00321697219988889,-0.0014864685890582,0.0167928573812969,-0.0306719464326999,0.0219998470496487,0.283356001988053
00:00:16.626,-0.00321697219988889,-0.0014864685890582,0.0167928573812969,-0.0306719464326999,0.0219998470496487,0.285105113111436
00:00:16.728,-0.00314893065078744,-0.00137791427148529,0.017255189567837,-0.0243895986526785,0.0219998470496487,0.286854224234819
00:00:16.830,-0.00314893065078744,-0.00137791427148529,0.017255189567837,-0.0243895986526785,0.0219998470496487,0.288603335358202
00:00:16.932,-0.00308189441181682,-0.00129557774593199,0.0163968766013752,-0.0175444293612004,0.0219998470496487,0.290352446481585
00:00:17.034,-0.00308189441181682,-0.00129557774593199,0.0163968766013752,-0.0175444293612004,0.0219998470496487,0.292101557604969
00:00:17.102,-0.00308189441181682,-0.00129557774593199,0.0163968766013752,-0.0175444293612004,0.0219998470496487,0.293267631687224
00:00:17.204,-0.00301284088247792,-0.00123554678642993,0.0139895397636619,-0.00942809512242866,0.0219998470496487,0.295016742810607
00:00:17.306,-0.00301284088247792,-0.00123554678642993,0.0139895397636619,-0.00942809512242866,0.0219998470496487,0.29676585393399
00:00:17.408,-0.00301284088247792,-0.00123554678642993,0.0139895397636619,-0.00942809512242866,0.0219998470496487,0.298514965057373
00:00:17.510,-0.00301284088247792,-0.00123554678642993,0.0139895397636619,-0.00942809512242866,0.0219998470496487,0.300264076180756
00:00:17.612,-0.00301284088247792,-0.00123554678642993,0.0139895397636619,-0.00942809512242866,0.0219998470496487,0.302013187304139
00:00:17.714,-0.00293236854750208,-0.0012156472528979,0.00772871089399318,0.0033401073444591,0.0219998470496487,0.303762298427522
00:00:17.816,-0.00293236854750208,-0.0012156472528979,0.00772871089399318,0.0033401073444591,0.0219998470496487,0.305511409550905
00:00:17.918,-0.00293236854750208,-0.0012156472528979,0.00772871089399318,0.0033401073444591,0.0219998470496487,0.307260520674288
00:00:18.020,-0.00293236854750208,-0.0012156472528979,0.00772871089399318,0.0033401073444591,0.0219998470496487,0.309009631797671
00:00:18.122,-0.00290413732126958,-0.0012753645089484,0.000825269753356252,0.0134375941736963,0.0219998470496487,0.310758742921054
00:00:18.224,-0.00290413732126958,-0.0012753645089484,0.000825269753356252,0.0134375941736963,0.0219998470496487,0.312507854044437
00:00:18.326,-0.00290413732126958,-0.0012753645089484,0.000825269753356252,0.0134375941736963,0.0219998470496487,0.31425696516782
00:00:18.428,-0.002913389384462,-0.00136044223987813,-0.00407751850564098,0.0193287058082255,0.0219998470496487,0.316006076291203
00:00:18.530,-0.002913389384462,-0.00136044223987813,-0.00407751850564098,0.0193287058082255,0.0219998470496487,0.317755187414587
00:00:18.632,-0.00294095005653923,-0.00145770437961929,-0.00770905231806249,0.0231075124480129,0.0219998470496487,0.31950429853797
00:00:18.734,-0.00294095005653923,-0.00145770437961929,-0.00770905231806249,0.0231075124480129,0.0219998470496487,0.321253409661353
00:00:18.802,-0.00294095005653923,-0.00145770437961929,-0.00770905231806249,0.0231075124480129,0.0219998470496487,0.322419483743608
00:00:18.904,-0.00298265093775084,-0.00156857155665969,-0.0103375641588849,0.0254144897152274,0.0219998470496487,0.324168594866991
00:00:19.006,-0.00298265093775084,-0.00156857155665969,-0.0103375641588849,0.0254144897152274,0.0219998470496487,0.325917705990374
00:00:19.108,-0.00298265093775084,-0.00156857155665969,-0.0103375641588849,0.0254144897152274,0.0219998470496487,0.327666817113757
00:00:19.210,-0.00303345338787445,-0.00168631634315929,-0.0117786315729787,0.0262393479282167,0.0219998470496487,0.32941592823714
00:00:19.322,-0.00303345338787445,-0.00168631634315929,-0.0117786315729787,0.0262393479282167,0.0219998470496487,0.331165039360523
00:00:19.414,-0.00303345338787445,-0.00168631634315929,-0.0117786315729787,0.0262393479282167,0.0219998470496487,0.332914150483906
00:00:19.516,-0.00309455281507932,-0.00181881717723024,-0.0119156452031641,0.0254819510692741,0.0219998470496487,0.334663261607289
00:00:19.618,-0.00309455281507932,-0.00181881717723024,-0.0119156452031641,0.0254819510692741,0.0219998470496487,0.336412372730672
00:00:19.720,-0.00309455281507932,-0.00181881717723024,-0.0119156452031641,0.0254819510692741,0.0219998470496487,0.338161483854055
00:00:19.822,-0.00315822940472614,-0.00195602814877296,-0.0103593980754445,0.0227854744897966,0.0219998470496487,0.339910594977438
00:00:19.925,-0.00315822940472614,-0.00195602814877296,-0.0103593980754445,0.0227854744897966,0.0219998470496487,0.341659706100821
00:00:20.027,-0.00315822940472614,-0.00195602814877296,-0.0103593980754445,0.0227854744897966,0.0219998470496487,0.343408817224205
00:00:20.128,-0.00320529305165327,-0.00206103730468195,-0.0098586116820858,0.0155184423203365,0.04438794955842,0.345157928347588
00:00:20.332,-0.0032576402567799,-0.00207086403924711,-0.0198626952627525,-0.00760728733525659,0.04438794955842,0.348656150594354
00:00:20.434,-0.00328228505006382,-0.00205698333894808,-0.0228498530039438,-0.0150073990747566,0.04438794955842,0.350405261717737
00:00:20.502,-0.00332526075540151,-0.00202075861526438,-0.0269483291929985,-0.0257432827196939,0.04438794955842,0.351571335799992
00:00:20.604,-0.00337471438490381,-0.00196676681197639,-0.0305472696336841,-0.0359819912086801,0.04438794955842,0.353320446923375
00:00:20.706,-0.00342975777218725,-0.00189591589734657,-0.0336086359586412,-0.0456611423696326,0.04438794955842,0.355069558046758
00:00:20.808,-0.00348944668028465,-0.00180921389123657,-0.0361032381138119,-0.0547243289869068,0.04438794955842,0.356818669170141
00:00:20.910,-0.00355279685158919,-0.00170775854728602,-0.0380108719293887,-0.0631213345375567,0.04438794955842,0.358567780293524
00:00:21.012,-0.0036187975565084,-0.00159272682665058,-0.0393203316262648,-0.0708083676872705,0.04438794955842,0.360316891416907
00:00:21.114,-0.00368642826873076,-0.0014653635379766,-0.0400293097644341,-0.0777481654685825,0.04438794955842,0.36206600254029
00:00:21.216,-0.00373191922958343,-0.00137424446220406,-0.0401711485393201,-0.0819441794603781,0.04438794955842,0.363815113663673
00:00:21.318,-0.00382253763047845,-0.00117889361060401,-0.0396795293737353,-0.0892703077322105,0.04438794955842,0.365564224787056
00:00:21.420,-0.00386709019070724,-0.00107547735953014,-0.0390586654283102,-0.0923895351476127,0.04438794955842,0.367313335910439
00:00:21.522,-0.00395330923941042,-0.000859238391643974,-0.0371092725765297,-0.0975229013059083,0.04438794955842,0.369062447033823
00:00:21.624,-0.00399445962838575,-0.000747253763305346,-0.0358017545060001,-0.0995339447024524,0.04438794955842,0.370811558157206
00:00:21.726,-0.00407165027090882,-0.00051765311279084,-0.0325826005559268,-0.102446465513969,0.04438794955842,0.372560669280589
00:00:21.828,-0.00410725863505346,-0.00040087189614554,-0.0306987415016027,-0.103352295173506,0.04438794955842,0.374309780403972
